identificador;nombre;tipoMonumento;identificadorBienInteresCultural;calle;clasificacion;tipoConstruccion;codigoPostal;Descripcion;periodoHistorico;coordenadas_latitud;coordenadas_longitud;poblacion_provincia;poblacion_municipio;poblacion_localidad;pto_geolocalizado;poblacion;coordenadas
196899;Iglesia de Santo Tomás;Iglesias y Ermitas;;C/ Santo Tomás, 17;Arquitectura Religiosa;;49100;"<p align=""justify"">La iglesia, de una sola nave y dos capillas, se hace presente por su monumental torre campanario del S.XVI, restaurada en 2021, con un s&oacute;lido cuerpo bajo de piedra y los pisos superiores de ladrillo, aligerados con numerosos ventanales. Sobre su c&uacute;pula se apoya la estatua del Sagrado Coraz&oacute;n. Dentro, aparte de su b&oacute;veda de crucer&iacute;a sobre el presbiterio, interesa el retablo mayor renacentista, formado por m&uacute;ltiples escenas talladas. Fue obra del artista franc&eacute;s Jacques Bernard, quien lo cincel&oacute; en el a&ntilde;o 1542, en colaboraci&oacute;n con varios disc&iacute;pulos. Veinte a&ntilde;os despu&eacute;s lo policromaron los Carrancejas de Le&oacute;n. Ha sido minuciosamente restaurado en el 1999. Entre todos los de su estilo, este conjunto escult&oacute;rico es uno de los m&aacute;s valiosos y admirables de toda la provincia.</p>
<p align=""justify"">Lo m&aacute;s curioso es la magn&iacute;fica c&uacute;pula de la cabecera, que no es en realidad de ladrillo, sino de piedra lucida con un revoco de cal y arena, sobre el que se pintaron los falsos ladrillos, un trabajo tan &ldquo;minucioso y bien ejecutado&rdquo; que enga&ntilde;a al ojo, pues a simple vista parece un enladrillado real.</p>";;41.98479597966531;-5.40431173825920;Zamora;Villanueva del Campo;Villanueva del Campo;41.9847959797,-5.40431173826;"{""provincia"": ""Zamora"", ""municipio"": ""Villanueva del Campo"", ""localidad"": ""Villanueva del Campo""}";"{""latitud"": ""41.98479597966531"", ""longitud"": ""-5.40431173825920""}"
25197;Palacio de los Velada;Palacios;392;Pza. de la Catedral, 10;Arquitectura Civil;Palacio;5001;"<p>Palacio de estilo protorrenacentista iniciado en el siglo XVI, con una portada de alargadas dovelas y escudos sostenidos por cabezas de leones en las esquinas.</p>
<p>Perteneci&oacute; a G&oacute;mez D&aacute;vila y en &eacute;l se alojaron Carlos I, la emperatriz Isabel y Felipe II. Actualmente es un hotel de cuatro estrellas.</p>";Edad Moderna;40.656345;-4.697999;Ávila;Ávila;Ávila;40.656345,-4.697999;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.656345"", ""longitud"": ""-4.697999""}"
25211;Palacio Real de la Granja de San Ildefonso;Palacios;11567;Pza. España, 15;Arquitectura Civil;"Real Sitio;Palacio";40100;"<p align=""justify"">Residencia estival de los Borbones durante los siglos XVIII y XIX. En 1720, Felipe V compr&oacute; los terrenos a los frailes de la comunidad del Parral. El arquitecto Teodoro Ardemans convirti&oacute; el edificio conventual en un palacio adosado a un templo y flanqueado por cuatro torres con chapiteles de pizarra.</p>
<p align=""justify"">Tiene plazas con nombres de uso y costumbres: la del palacio, la del mercado, la plaza de can&oacute;nigos, la de la cebada, y otra, para los so&ntilde;adores, llamada plaza de la melancol&iacute;a. Es un urbanismo neoclasicista.</p>
<p align=""justify"">La obra de jardiner&iacute;a se encarg&oacute; a un equipo de Versalles (Francia). Los Reales Jardines componen una barroca y elegante escenograf&iacute;a, donde destaca la riqueza bot&aacute;nica y el agua.</p>";Edad Moderna;40.897889;-4.004801;Segovia;San Ildefonso;San Ildefonso o la Granja;40.897889,-4.004801;"{""provincia"": ""Segovia"", ""municipio"": ""San Ildefonso"", ""localidad"": ""San Ildefonso o la Granja""}";"{""latitud"": ""40.897889"", ""longitud"": ""-4.004801""}"
25219;Palacio Real testamentario de Medina del Campo;Palacios;14826;Plaza Mayor de la Hispanidad nº2;Arquitectura Civil;Palacio;47400;"<p align=""justify"">Del Palacio Real testamentario no quedan m&aacute;s que ligeros vestigios en la construcci&oacute;n actual y en sus estancias habitaron todos los que reinaron en Castilla entre los siglos XIV y XVI. Este es el lugar en el que test&oacute; y muri&oacute; Isabel la Cat&oacute;lica.</p>
<p align=""justify"">A trav&eacute;s de diferentes salas, el visitante descubrir&aacute; una vida marcada por hechos y acontecimientos que configuraron la base de la creaci&oacute;n del Estado Moderno, y que culminaron con la firma de su Testamento y Codicillo.</p>";Edad Moderna;41.30838;-4.91580;Valladolid;Medina del Campo;Medina del Campo;41.30838,-4.9158;"{""provincia"": ""Valladolid"", ""municipio"": ""Medina del Campo"", ""localidad"": ""Medina del Campo""}";"{""latitud"": ""41.30838"", ""longitud"": ""-4.91580""}"
25220;Palacio de Anaya;Palacios;9708;Plaza de Anaya;Arquitectura Civil;"Edificio Universitario;Palacio";37001;"<p align=""justify"">Antiguo colegio de San Bartolom&eacute;, hoy es la Facultad de Filosof&iacute;a y Letras de la Universidad de Salamanca. El primitivo edificio fundado en el siglo XV por el arzobispo sevillano Diego de Anaya y Maldonado (1401), fue sustituido a mediados del siglo XVIII (1760) por el actual.</p>
<p align=""justify"">El edificio fue realizado por Juan de Sagarvinaga siguiendo trazas de Jos&eacute; Hermosilla y Sandoval, que impuso el clasicismo en el front&oacute;n sobre columnata de la fachada. En la escalera del patio hay un busto de Don Miguel de Unamuno, que fue rector de la Universidad.&nbsp;En la actualidad de la Facultad de Filolog&iacute;a, antes lo fue de Filosof&iacute;a y Letras.&nbsp;</p>";"Edad Moderna;Edad Media";40.961639;-5.665491;Salamanca;Salamanca;Salamanca;40.961639,-5.665491;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.961639"", ""longitud"": ""-5.665491""}"
25229;Palacio de Santa Cruz;Palacios;15699;Plaza de Santa Cruz s/n;Arquitectura Civil;Palacio;47002;"<p align=""justify"">Colegio fundado en 1479 por el cardenal don Pedro Gonz&aacute;lez de Mendoza, en virtud de bula del Papa Sixto IV.</p>
<p align=""justify"">Se inici&oacute; con construcci&oacute;n g&oacute;tica pero no agrad&oacute; al Cardenal, prendado del Renacimiento, cambi&oacute; de arquitecto y se siguieron las obras en el nuevo estilo renacentista. En 1761 Ventura Rodr&iacute;guez realiz&oacute; dise&ntilde;os para sustituir los ventanales g&oacute;ticos de la fachada principal por los actuales neocl&aacute;sicos, la obra fue realizada por su disc&iacute;pulo Manuel Godoy quien, adem&aacute;s trasform&oacute; los vanos de las tres fachadas, concluyendo su trabajo en 1748.</p>
<p align=""justify"">En la actualidad el edificio alberga los &Oacute;rganos Rectores de la Universidad y la Biblioteca Hist&oacute;rica que conserva el legado de la librer&iacute;a del Colegio del Cardenal. La Hospeder&iacute;a es el actual Colegio Mayor de Santa Cruz (residencia universitaria). Fue construida en 1675 por Francisco de la Torre, tiene un patio cuadrado, de dos cuerpos, a base de pilastras y arcos de medio punto labrado en piedra.</p>";Edad Moderna;41.651602;-4.720047;Valladolid;Valladolid;Valladolid;41.651602,-4.720047;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.651602"", ""longitud"": ""-4.720047""}"
25234;Palacio de los Condes de Rivadavia / Pimentel;Palacios;16049;Angustias, 48;Arquitectura Civil;Palacio;47003;<p>Palacio de estilo renacentista y construido en el siglo XVI. Ha sido residencia de familias nobles y de monarcas a lo largo de su historia, destacando el nacimiento en él del rey Felipe II. En la actualidad, es sede central de la Diputación Provincial.</p><p>Sus primeros propietarios fueron los marqueses de Astorga y posteriormente fue de los Pimentel y de los condes de Rivadavia, nombres éstos con los que se conoce el Palacio. El Zaguán es un vestíbulo rectangular que comunica la calle con el patio.En las paredes se ha instalado un zócalo de azulejos que representan históricos episodios de la ciudad.</p>;Edad Moderna;41.656481;-4.724486;Valladolid;Valladolid;Valladolid;41.656481,-4.724486;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.656481"", ""longitud"": ""-4.724486""}"
25249;Palacio de los Condes de Altamira o de los Hurtado de Mendoza;Palacios;12455;Calle Palacio;Arquitectura Civil;Palacio;42200;<p>Su construcción se remonta a finales del siglo XV por mandato de Pedro González de Mendoza y Luna, Señor de Almazán y primer conde de Monteagudo, guarda mayor de Enrique IV. Aún es posible admirar en la escalinata principal un vano a modo de ventanal de puro estilo isabelino. Dadas sus dimensiones y su enmarcación a nivel del suelo, permite suponer que fuera la primitiva puerta de acceso a esa planta.</p><p>La parte más reciente es la fachada renacentista que cierra por uno de sus lados la Plaza Mayor, formando ángulo con la Iglesia de San Miguel. Destaca en la parte central la superposición del balcón principal y la portada, que conforman un interesante conjunto artístico de aire clasicista.</p>;Edad Moderna;41.487056;-2.534512;Soria;Almazán;Almazán;41.487056,-2.534512;"{""provincia"": ""Soria"", ""municipio"": ""Almazán"", ""localidad"": ""Almazán""}";"{""latitud"": ""41.487056"", ""longitud"": ""-2.534512""}"
25279;Palacio Ducal de Lerma;Palacios;2459;Pza. Mayor;Arquitectura Civil;Palacio;9340;"<p>Símbolo del poder político del duque, fue erigido entre 1601 y 1617 por Francisco de Mora sobre las ruinas del viejo castillo. En su puerta principal los escudos de armas de los Sandoval y el de Los Rojas; los dinteles, muros, pedestales y columnas son de piedra pulimentada, de una sola pieza.</p><p>El total del edificio posee 210 balcones y treinta y cinco ventanas, en sus extremos esbeltos chapiteles en las torres y la cubierta de pizarra, donde estaban las estancias del servicio.</p>";Edad Moderna;42.02608;-3.75511;Burgos;Lerma;Lerma;42.02608,-3.75511;"{""provincia"": ""Burgos"", ""municipio"": ""Lerma"", ""localidad"": ""Lerma""}";"{""latitud"": ""42.02608"", ""longitud"": ""-3.75511""}"
25308;Palacio de los Vivero - Chancillería;Palacios;16068;Chancillería, s/n;Arquitectura Civil;Palacio;47011;<p>Edificio construido en 1440 para Alonso Pérez de Vivero. En él se celebró el 14 de octubre de 1469 la boda de Fernando de Aragón e Isabel de Castilla. Desde 1475 fue la sede de la Real Chancillería, y pese a los enlucidos que lo ocultan, guarda la disposición arquitectónica de esta época.</p><p>El piso inferior posee pilares de piedra y el alto de ladrillo, esquema gótico mudéjar habitual en Castilla en el siglo XV. El edificio tiene bodega y dos alturas, galería toscana (siglo XVI) en la fachada sur. Detrás hay un tercer edificio que es la cárcel, una edificación de piedra, con sólidos barrotes de hierro. Tiene una noble portada y dos torres a los extremos y fue construida a comienzos del siglo XVIII.</p>;"Edad Moderna;Edad Media";41.656537;-4.720312;Valladolid;Valladolid;Valladolid;41.656537,-4.720312;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.656537"", ""longitud"": ""-4.720312""}"
25334;Torre del Caracol de Benavente;Palacios;16472;Pº de la Mota, s/n;Arquitectura Civil;"Palacio;Castillo / Fortaleza / Atalaya";;"<p><span>Dicha torre es lo &uacute;nico que ha quedado de lo que fue en su momento uno de los castillos m&aacute;s suntuosos de Espa&ntilde;a, seg&uacute;n escritores y viajeros. Fue construida en el siglo XVI por orden del V Conde de Benavente, don Alfonso Pimentel, obra del siglo XVI, es una mezcla entre g&oacute;tico y renacentista.</span></p>
<p><span>Los escudos del exterior de la torre y los de las pechinas de la b&oacute;veda interior representan las armas de los Pimentel, armas que tambi&eacute;n aparecen en el Hospital de Benavente y en el patio del Palacio de los Condes en Valladolid.</span></p>
<p><span>La torre sobrevivi&oacute; al incendio de principios del XIX, siendo restaurada hacia 1953. El conjunto se encuentra cubierto por un magn&iacute;fico artesonado morisco procedente del desaparecido convento de San Rom&aacute;n del Valle. En 1972 pas&oacute; a formar parte del Parador Nacional de Turismo de la localidad.</span></p>";Edad Moderna;41.998113;-5.681367;Zamora;Benavente;Benavente;41.998113,-5.681367;"{""provincia"": ""Zamora"", ""municipio"": ""Benavente"", ""localidad"": ""Benavente""}";"{""latitud"": ""41.998113"", ""longitud"": ""-5.681367""}"
25380;Palacio Condes de Miranda / de los Zúñiga y Avellaneda;Palacios;3035;Pza. Condes de Miranda, 1;Arquitectura Civil;Palacio;9410;"<p align=""justify"">Construido a principios del s XVI. Portada plateresca, magn&iacute;fico patio de doble arquer&iacute;a, elegantes salones y escalera de honor, artesonados g&oacute;ticos, mud&eacute;jares y renacentistas, yeser&iacute;as...</p>
<p align=""justify"">Mandado edificar por el Tercer Conde de Miranda, D. Francisco de Z&uacute;&ntilde;iga y Avellaneda a Francisco de Colonia. Constituye un magn&iacute;fico conjunto de fachada, patio central, escalinata, salones con ricos artesonados y yeser&iacute;as. Es sin duda una de las joyas del plateresco espa&ntilde;ol.</p>";Edad Moderna;41.687906;-3.480267;Burgos;Peñaranda de Duero;Peñaranda de Duero;41.687906,-3.480267;"{""provincia"": ""Burgos"", ""municipio"": ""Peñaranda de Duero"", ""localidad"": ""Peñaranda de Duero""}";"{""latitud"": ""41.687906"", ""longitud"": ""-3.480267""}"
25433;Palacio del Príncipe de Melito / Casa de los Águilas o del Marqués de Altares (Ciudad Rodrigo);Palacios;9041;Juan Arias, 2;Arquitectura Civil;Palacio;37500;"<p>Residencia de Don I&ntilde;igo de Mendoza, Marqu&eacute;s de Almenara y Virrey de Arag&oacute;n. Su fachada es reflejo de dos &eacute;pocas: del siglo XVI y el resto del siglo XVII, toda ella de siller&iacute;a, y en el lado izquierdo, ventana de estilo g&oacute;tico franc&eacute;s. Recibe diferentes nombres: Palacio del Pr&iacute;ncipe, Casa Solariega de los &Aacute;guila o del Marqu&eacute;s de Altares.&nbsp;En la actualidad se utiliza como sala de exposiciones.</p>
<p>Importante es el alfiz que cobija un balc&oacute;n que representa el le&oacute;n y el &aacute;guila. En el interior, un patio cuadrangular del siglo XVII con doble galer&iacute;a en tres de sus lados; muestra arquer&iacute;as levantadas sobre columnas. En cada arranque del piso inferior, blasones y medallones alusivos a la familia, y por encima decoraci&oacute;n plateresca.</p>";Edad Moderna;40.597106;-6.534928;Salamanca;Ciudad Rodrigo;Ciudad Rodrigo;40.597106,-6.534928;"{""provincia"": ""Salamanca"", ""municipio"": ""Ciudad Rodrigo"", ""localidad"": ""Ciudad Rodrigo""}";"{""latitud"": ""40.597106"", ""longitud"": ""-6.534928""}"
25468;Palacio de los Verdugo;Palacios;509;Lope Nuñez, s/n;Arquitectura Civil;Palacio;5001;<p>Casona fortaleza construida a finales del siglo XV, con puerta renacentista bajo arco escarzano con los escudos de los Águila y de los Dávila, y una ventana central de ornamentación plateresca.</p><p>Posee un ejemplar de toro o verraco de origen celta, similar a los de Guisando, y antes hubo un verraco celta en cada una de las dos torres que enmarcan el palacio, así como hasta diecisiete escudos de los Águila y otras familias. Don Suero del Águila, señor de Monsalupe y La Serrada, fue el fundador.</p>;"Edad Moderna;Edad Media";40.657319;-4.698048;Ávila;Ávila;Ávila;40.657319,-4.698048;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.657319"", ""longitud"": ""-4.698048""}"
25517;Palacio Superunda;Palacios;499;Plaza Corral de las Campanas, 3;Arquitectura Civil;Palacio;5001;"<p>Palacio construido a principios del siglo XVI con influencia italiana. Fue casa de Ochoa de Aguirre, y el nombre se debe al conde de Superunda y Marqu&eacute;s de Bermudo, don Jos&eacute; Manso de Velasco y Chaves que lo hered&oacute; a finales del XIX.</p>
<p>Rematado por dos torres cortas. Destaca la escalera de piedra firmada por dos canteros de Carde&ntilde;osa: Sim&oacute;n Mart&iacute;n y Pedro Pescador, a quien le sustituy&oacute; Juan Vela en 1593.</p>
<p>En su interior se encuentra la Colecci&oacute;n Caprotti</p>";Edad Moderna;40.655339;-4.701786;Ávila;Ávila;Ávila;40.655339,-4.701786;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.655339"", ""longitud"": ""-4.701786""}"
25529;Palacio del Cordón / Palacio de Puñonrostro;Palacios;17417;Pza Santa Lucía, 2;Arquitectura Civil;Palacio;49002;<p>El Palacio del Cordón es una de las obras más interesantes de arquitectura civil zamorana de principios del siglo XVI.</p><p>La fachada del edificio está coronada por una cornisa de veneras rematadas por diez gárgolas y también posee una fachada enmarcada por un cordón franciscano en cuya parte superior se sitúan los escudos de sus propietarios los condes de Puñonrostro. Actualmente, alberga el Museo de Zamora.</p>;Edad Moderna;41.500934;-5.747732;Zamora;Zamora;Zamora;41.500934,-5.747732;"{""provincia"": ""Zamora"", ""municipio"": ""Zamora"", ""localidad"": ""Zamora""}";"{""latitud"": ""41.500934"", ""longitud"": ""-5.747732""}"
25537;Castillo del Duque de Montellano;Palacios;1002;;Arquitectura Civil;Palacio;5358;<p>Construido en el siglo XV, es de propiedad particular y se emplea como vivienda. Perteneció a la familia de los Valderrábanos.</p><p>Constituye un buen ejemplo de castillo-palacio levantado con ladrillo y tapial (argamasa), lo que lo relaciona con la arquitectura mudéjar. Es de planta rectangular y posee una gran torre del Homenaje.</p>;"Edad Moderna;Edad Media";40.873938;-4.867891;Ávila;Narros de Saldueña;Narros de Saldueña;40.873938,-4.867891;"{""provincia"": ""Ávila"", ""municipio"": ""Narros de Saldueña"", ""localidad"": ""Narros de Saldueña""}";"{""latitud"": ""40.873938"", ""longitud"": ""-4.867891""}"
